,question_idx,claim,label,evidence,assertions
36,2944,Sophie Turner was born on the 2nd.,REFUTES,"Sophie Belinda Turner (born 21 February 1996)[2] is an English actress. She made her acting debut as Sansa Stark in the HBO epic fantasy television series Game of Thrones (2011–2019), for which she received an Emmy Award nomination for Outstanding Supporting Actress in a Drama Series in 2019.. Turner appeared in the 2013 British drama television film The Thirteenth Tale and made her feature film debut in the psychological thriller Another Me (2013). She appeared in the action comedy Barely Lethal (2015) and portrayed a young Jean Grey / Phoenix in the X-Men film series (2016–2019).. Sophie Belinda Turner was born in Northampton,[3] England on 21 February 1996, the daughter of Sally, a nursery school teacher, and Andrew, who works for a pallet distribution company.[4] She moved to Chesterton, Warwickshire when she was 2 years old.","1. Sophie Turner was born on February 21st, not the 2nd. 
"
37,1443,The Great Outdoors (film) was the highest grossing film by Howard Deutch.,NOT ENOUGH INFO,"Could not find The Great Outdoors film. Similar: ['The Great Outdoors (film)', 'The Great Outdoors', 'The Great Outdoors (Australian TV series)', 'Stephanie Faracy (category American film actresses)', 'Drama (film and television)'].","1. The search did not find The Great Outdoors film, so I am not sure if it exists or not. 
"
38,2497,George W. Romney was the father of a former governor.,SUPPORTS,"George Wilcken Romney (July 8, 1907 – July 26, 1995) was an American businessman and politician. A member of the Republican Party, he served as chairman and president of American Motors Corporation from 1954 to 1962, the 43rd governor of Michigan from 1963 to 1969, and 3rd secretary of Housing and Urban Development from 1969 to 1973. He was the father of Mitt Romney, former governor of Massachusetts and 2012 Republican presidential nominee who currently serves as United States senator from Utah, the husband of 1970 U.S. Senate candidate Lenore Romney, and the paternal grandfather of current Republican National Committee chair Ronna McDaniel.. Romney was born to American parents living in the Mormon colonies in Mexico; events during the Mexican Revolution forced his family to flee back to the United States when he was a child.","1. The observation states that George W. Romney was the father of a former governor, specifically Mitt Romney. 
"
39,1071,Taylor Schilling in the main cast of the series Orange is the New Black.,SUPPORTS,"Taylor Jane Schilling (born July 27, 1984) is an American actress. She is known for her role as Piper Chapman on the Netflix original comedy-drama series Orange Is the New Black (2013–2019), for which she received a nomination for the Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series and two Golden Globe Award nominations for Best Actress – Television Series Musical or Comedy and Best Actress – Television Series Drama. She made her film debut in the 2007 drama Dark Matter. She also starred as Nurse Veronica Flanagan Callahan in the short-lived NBC medical drama Mercy (2009–2010). Her other films include Atlas Shrugged: Part I (2011), the romantic drama The Lucky One (2012), the comedy Take Me (2017), and the science-fiction thriller The Titan (2018)..","1. The observation states that Taylor Schilling is known for her role as Piper Chapman in Orange is the New Black, so she is part of the main cast. 
"
40,1780,Memento follows the life of Joe Pantoliano.,NOT ENOUGH INFO,A memento is a keepsake or souvenir of remembrance.. Memento may also refer to:. Main pageContentsCurrent eventsRandom articleAbout WikipediaContact usDonate. HelpLearn to editCommunity portalRecent changesUpload file. Create accountLog in.,"1. From the observation, it does not mention anything about Joe Pantoliano or the plot of the movie. I am not sure if Memento follows the life of Joe Pantoliano. 
"
41,331,Future married a Canadian singer.,NOT ENOUGH INFO,"The future is the time after the past and present. Its arrival is considered inevitable due to the existence of time and the laws of physics. Due to the apparent nature of reality and the unavoidability of the future, everything that currently exists and will exist can be categorized as either permanent, meaning that it will exist forever, or temporary, meaning that it will end.[1] In the Occidental view, which uses a linear conception of time, the future is the portion of the projected timeline that is anticipated to occur.[2] In special relativity, the future is considered absolute future, or the future light cone.[3]. In the philosophy of time, presentism is the belief that only the present exists and the future and the past are unreal. Religions consider the future when they address issues such as karma, life after death, and eschatologies that study what the end of time and the end of the world will be.","1. The observation does not provide any information about Future or a Canadian singer, so there is not enough information to determine if the claim is true or not. 
"
42,1592,Daz Dillinger is a stage name.,SUPPORTS,"Delmar Drew Arnaud (born May 25, 1973), known professionally as Daz Dillinger or simply Daz (formerly Dat Nigga Daz), is an American rapper and music producer. In the 1990s at Death Row Records, he is credited with aiding the catapult of West Coast rap and gangsta rap into the mainstream. He is one half of the rap duo tha Dogg Pound, along with Kurupt.. Daz learned production from Dr. Dre in working on Dre's debut solo album, The Chronic, in 1992.","1. The observation says that Daz Dillinger is a stage name because it mentions ""known professionally as Daz Dillinger or simply Daz"".  
"
43,746,There is a cultural attraction called the Museum of Science and Industry.,SUPPORTS,"Could not find [Museum of Science and Industry]. Similar: ['Science and Industry Museum', 'Museum of Science and Industry (Chicago)', 'Oregon Museum of Science and Industry', 'Science museum', 'Science Museum Group'].The Museum of Science and Industry (MSI) is a science museum located in Chicago, Illinois, in Jackson Park, in the Hyde Park neighborhood between Lake Michigan and The University of Chicago. It is housed in the Palace of Fine Arts from the 1893 World's Columbian Exposition. Initially endowed by Julius Rosenwald, the Sears, Roebuck and Company president and philanthropist, it was supported by the Commercial Club of Chicago and opened in 1933 during the Century of Progress Exposition.. Among the museum's exhibits are a full-size replica coal mine, German submarine U-505 captured during World War II, a 3,500-square-foot (330 m2) model railroad, the command module of Apollo 8, and the first diesel-powered streamlined stainless-steel passenger train (Pioneer Zephyr).. The Palace of Fine Arts was built for the 1893 World's Columbian Exposition and was designed by Charles B.","1. From the suggestions, I should search for ""Museum of Science and Industry (Chicago)"" to find if there is a cultural attraction with that name. 
2. The observation confirms that there is a cultural attraction called the Museum of Science and Industry.  
"
44,1066,Fiji's largest island is Kawelohea.,NOT ENOUGH INFO,"Fiji[n 1] (/ˈfiːdʒi/ ⓘ FEE-jee, /fiːˈdʒiː/ fee-JEE;[12] Fijian: Viti, [ˈβitʃi]; Fiji Hindi: फ़िजी, Fijī), officially the Republic of Fiji,[n 2] is an island country in Melanesia, part of Oceania in the South Pacific Ocean. It lies about 1,100 nautical miles (2,000 km; 1,300 mi) north-northeast of New Zealand. Fiji consists of an archipelago of more than 330 islands—of which about 110 are permanently inhabited—and more than 500 islets, amounting to a total land area of about 18,300 square kilometres (7,100 sq mi). The most outlying island group is Ono-i-Lau. About 87% of the total population of 924,610 live on the two major islands, Viti Levu and Vanua Levu.","1. There is no mention of Kawelohea being the largest island in Fiji in the observation. 
"
45,601,Matt Smith's first television role was as a human.,NOT ENOUGH INFO,"Matthew Robert Smith (born 28 October 1982) is an English actor. He is best known for his roles as the eleventh incarnation of the Doctor in the BBC series Doctor Who (2010–2013), Prince Daemon Targaryen in the HBO series House of the Dragon (2022–present) and Prince Philip in the Netflix series The Crown (2016–2017), the latter most of which earned him a Primetime Emmy Award nomination.. Smith initially aspired to be a professional footballer, but spondylolysis forced him out of the sport. After joining the National Youth Theatre and studying drama and creative writing at the University of East Anglia, he became an actor in 2003, performing in plays including Murder in the Cathedral, Fresh Kills, The History Boys and On the Shore of the Wide World in London theatres. Extending his repertoire into West End theatre, he has since performed in the stage adaptation of Swimming with Sharks with Christian Slater, followed a year later by a critically acclaimed performance as Henry in That Face..","1. There is no information about Matt Smith's first television role in the observation. I do not have enough information to determine if the claim is true or false.  
"
